date,hospital_id,blood_group,component,opening_stock,received,issued,expired,closing_stock
2025-02-01,H001,AB-,PLT,44,3,1,2,44
2025-02-01,H001,AB-,FFP,48,0,1,2,45
2025-02-01,H002,A+,PRBC,63,23,23,2,61
2025-02-01,H002,A+,PLT,31,18,17,1,31
2025-02-01,H002,A+,FFP,21,6,6,1,20
2025-02-01,H002,B+,PRBC,42,25,20,2,45
2025-02-01,H002,B+,PLT,25,14,13,1,25
2025-02-01,H002,B+,FFP,15,8,6,1,16
2025-02-01,H002,O+,PRBC,60,29,27,1,61
2025-02-01,H002,O+,PLT,56,24,21,2,57
2025-02-01,H002,O+,FFP,11,7,7,1,10
2025-02-01,H002,AB+,PRBC,18,5,7,1,15
2025-02-01,H002,AB+,PLT,18,6,5,1,18
2025-02-01,H002,AB+,FFP,5,4,3,1,5
2025-02-01,H002,A-,PRBC,2,1,4,0,0
2025-02-01,H002,A-,PLT,0,4,4,0,0
2025-02-01,H002,A-,FFP,20,2,1,1,20
2025-02-01,H002,B-,PRBC,2,4,5,0,1
2025-02-01,H002,B-,PLT,15,2,4,1,12
2025-02-01,H002,B-,FFP,26,3,2,1,26
2025-02-01,H002,O-,PRBC,33,10,7,2,34
2025-02-01,H002,O-,PLT,0,6,5,1,0
2025-02-01,H002,O-,FFP,3,0,2,1,0
2025-02-01,H002,AB-,PRBC,17,6,2,1,20
2025-02-01,H002,AB-,PLT,48,5,2,1,50
2025-02-01,H002,AB-,FFP,52,1,2,1,50
2025-02-02,H001,A+,PRBC,68,21,16,2,71
2025-02-02,H001,A+,PLT,10,8,10,1,7
2025-02-02,H001,A+,FFP,8,5,6,0,7
2025-02-02,H001,B+,PRBC,42,15,15,1,41
2025-02-02,H001,B+,PLT,24,9,11,1,21
2025-02-02,H001,B+,FFP,10,5,5,1,9
2025-02-02,H001,O+,PRBC,53,20,20,2,51
2025-02-02,H001,O+,PLT,30,11,13,1,27
2025-02-02,H001,O+,FFP,37,4,5,2,34
2025-02-02,H001,AB+,PRBC,12,7,4,1,14
2025-02-02,H001,AB+,PLT,17,4,2,1,18
2025-02-02,H001,AB+,FFP,19,3,2,1,19
2025-02-02,H001,A-,PRBC,3,5,6,1,1
2025-02-02,H001,A-,PLT,5,2,5,1,1
2025-02-02,H001,A-,FFP,30,0,2,1,27
2025-02-02,H001,B-,PRBC,24,6,4,1,25
2025-02-02,H001,B-,PLT,9,1,1,0,9
2025-02-02,H001,B-,FFP,26,3,1,1,27
2025-02-02,H001,O-,PRBC,15,6,5,1,15
2025-02-02,H001,O-,PLT,2,0,3,0,0
2025-02-02,H001,O-,FFP,20,2,2,1,19
2025-02-02,H001,AB-,PRBC,23,3,1,1,24
2025-02-02,H001,AB-,PLT,44,6,0,1,49
2025-02-02,H001,AB-,FFP,45,3,1,2,45
2025-02-02,H002,A+,PRBC,61,22,19,1,63
2025-02-02,H002,A+,PLT,31,13,13,1,30
2025-02-02,H002,A+,FFP,20,10,8,1,21
2025-02-02,H002,B+,PRBC,45,17,18,1,43
2025-02-02,H002,B+,PLT,25,11,10,1,25
2025-02-02,H002,B+,FFP,16,6,6,1,15
2025-02-02,H002,O+,PRBC,61,31,26,2,64
2025-02-02,H002,O+,PLT,57,20,18,2,57
2025-02-02,H002,O+,FFP,10,7,7,1,9
2025-02-02,H002,AB+,PRBC,15,9,7,0,17
2025-02-02,H002,AB+,PLT,18,5,4,1,18
2025-02-02,H002,AB+,FFP,5,0,2,1,2
2025-02-02,H002,A-,PRBC,0,8,8,0,0
2025-02-02,H002,A-,PLT,0,0,2,0,0
2025-02-02,H002,A-,FFP,20,3,2,0,21
2025-02-02,H002,B-,PRBC,1,6,5,1,1
2025-02-02,H002,B-,PLT,12,7,4,0,15
2025-02-02,H002,B-,FFP,26,2,2,1,25
2025-02-02,H002,O-,PRBC,34,6,7,1,32
2025-02-02,H002,O-,PLT,0,1,4,0,0
2025-02-02,H002,O-,FFP,0,2,3,0,0
2025-02-02,H002,AB-,PRBC,20,2,2,1,19
2025-02-02,H002,AB-,PLT,50,3,2,1,50
2025-02-02,H002,AB-,FFP,50,2,0,2,50
2025-02-03,H001,A+,PRBC,71,19,18,2,70
2025-02-03,H001,A+,PLT,7,13,12,1,7
2025-02-03,H001,A+,FFP,7,7,7,0,7
2025-02-03,H001,B+,PRBC,41,18,17,1,41
2025-02-03,H001,B+,PLT,21,10,10,1,20
2025-02-03,H001,B+,FFP,9,11,7,0,13
2025-02-03,H001,O+,PRBC,51,22,21,2,50
2025-02-03,H001,O+,PLT,27,14,14,1,26
2025-02-03,H001,O+,FFP,34,4,7,1,30
2025-02-03,H001,AB+,PRBC,14,10,8,1,15
2025-02-03,H001,AB+,PLT,18,0,2,1,15
2025-02-03,H001,AB+,FFP,19,3,5,1,16
2025-02-03,H001,A-,PRBC,1,7,6,1,1
2025-02-03,H001,A-,PLT,1,0,3,0,0
2025-02-03,H001,A-,FFP,27,1,2,1,25
2025-02-03,H001,B-,PRBC,25,5,5,1,24
2025-02-03,H001,B-,PLT,9,4,4,1,8
2025-02-03,H001,B-,FFP,27,1,2,1,25
2025-02-03,H001,O-,PRBC,15,9,7,1,16
2025-02-03,H001,O-,PLT,0,6,4,0,2
2025-02-03,H001,O-,FFP,19,4,2,1,20
2025-02-03,H001,AB-,PRBC,24,2,2,1,23
2025-02-03,H001,AB-,PLT,49,3,1,2,49
2025-02-03,H001,AB-,FFP,45,1,2,1,43
2025-02-03,H002,A+,PRBC,63,30,23,1,69
2025-02-03,H002,A+,PLT,30,13,12,1,30
2025-02-03,H002,A+,FFP,21,8,9,1,19
2025-02-03,H002,B+,PRBC,43,27,21,1,48
2025-02-03,H002,B+,PLT,25,14,14,1,24
2025-02-03,H002,B+,FFP,15,8,7,1,15
2025-02-03,H002,O+,PRBC,64,33,29,2,66
2025-02-03,H002,O+,PLT,57,20,20,2,55
2025-02-03,H002,O+,FFP,9,8,9,1,7
2025-02-03,H002,AB+,PRBC,17,12,8,1,20
2025-02-03,H002,AB+,PLT,18,6,4,1,19
2025-02-03,H002,AB+,FFP,2,4,1,0,5
2025-02-03,H002,A-,PRBC,0,7,5,1,1
2025-02-03,H002,A-,PLT,0,6,5,0,1
2025-02-03,H002,A-,FFP,21,7,3,1,24
2025-02-03,H002,B-,PRBC,1,6,6,1,0
2025-02-03,H002,B-,PLT,15,2,4,1,12
2025-02-03,H002,B-,FFP,25,0,2,1,22
2025-02-03,H002,O-,PRBC,32,6,7,1,30
2025-02-03,H002,O-,PLT,0,0,6,0,0
2025-02-03,H002,O-,FFP,0,7,4,0,3
2025-02-03,H002,AB-,PRBC,19,4,3,0,20
2025-02-03,H002,AB-,PLT,50,1,3,2,46
2025-02-03,H002,AB-,FFP,50,5,2,2,51
2025-02-04,H001,A+,PRBC,70,19,20,2,67
2025-02-04,H001,A+,PLT,7,14,15,0,6
2025-02-04,H001,A+,FFP,7,7,7,0,7
2025-02-04,H001,B+,PRBC,41,21,17,1,44
2025-02-04,H001,B+,PLT,20,15,13,1,21
2025-02-04,H001,B+,FFP,13,1,6,1,7
2025-02-04,H001,O+,PRBC,50,23,23,1,49
2025-02-04,H001,O+,PLT,26,18,18,1,25
2025-02-04,H001,O+,FFP,30,8,7,1,30
2025-02-04,H001,AB+,PRBC,15,3,6,1,11
2025-02-04,H001,AB+,PLT,15,0,3,1,11
2025-02-04,H001,AB+,FFP,16,2,3,1,14
2025-02-04,H001,A-,PRBC,1,6,5,0,2
2025-02-04,H001,A-,PLT,0,4,3,0,1
2025-02-04,H001,A-,FFP,25,3,2,1,25
2025-02-04,H001,B-,PRBC,24,8,6,1,25
2025-02-04,H001,B-,PLT,8,8,2,1,13
2025-02-04,H001,B-,FFP,25,6,1,1,29
2025-02-04,H001,O-,PRBC,16,5,6,1,14
2025-02-04,H001,O-,PLT,2,1,4,1,0
2025-02-04,H001,O-,FFP,20,2,3,1,18
2025-02-04,H001,AB-,PRBC,23,1,2,1,21
2025-02-04,H001,AB-,PLT,49,3,1,2,49
2025-02-04,H001,AB-,FFP,43,0,0,1,42
2025-02-04,H002,A+,PRBC,69,27,25,2,69
2025-02-04,H002,A+,PLT,30,16,17,1,28
2025-02-04,H002,A+,FFP,19,8,8,1,18
2025-02-04,H002,B+,PRBC,48,25,23,2,48
2025-02-04,H002,B+,PLT,24,21,18,1,26
2025-02-04,H002,B+,FFP,15,7,7,0,15
2025-02-04,H002,O+,PRBC,66,28,27,2,65
2025-02-04,H002,O+,PLT,55,25,22,1,57
2025-02-04,H002,O+,FFP,7,13,12,0,8
2025-02-04,H002,AB+,PRBC,20,9,10,1,18
2025-02-04,H002,AB+,PLT,19,7,6,1,19
2025-02-04,H002,AB+,FFP,5,3,2,0,6
2025-02-04,H002,A-,PRBC,1,8,7,1,1
2025-02-04,H002,A-,PLT,1,5,3,1,2
2025-02-04,H002,A-,FFP,24,1,3,1,21
2025-02-04,H002,B-,PRBC,0,12,7,0,5
2025-02-04,H002,B-,PLT,12,7,6,0,13
2025-02-04,H002,B-,FFP,22,3,5,1,19
2025-02-04,H002,O-,PRBC,30,12,9,1,32
2025-02-04,H002,O-,PLT,0,5,6,0,0
2025-02-04,H002,O-,FFP,3,6,3,0,6
2025-02-04,H002,AB-,PRBC,20,0,1,1,18
2025-02-04,H002,AB-,PLT,46,2,1,1,46
2025-02-04,H002,AB-,FFP,51,4,1,2,52
2025-02-05,H001,A+,PRBC,67,22,19,2,68
2025-02-05,H001,A+,PLT,6,14,13,1,6
2025-02-05,H001,A+,FFP,7,8,6,1,8
2025-02-05,H001,B+,PRBC,44,19,19,2,42
2025-02-05,H001,B+,PLT,21,15,12,1,23
2025-02-05,H001,B+,FFP,7,6,7,0,6
2025-02-05,H001,O+,PRBC,49,23,24,2,46
2025-02-05,H001,O+,PLT,25,20,16,1,28
2025-02-05,H001,O+,FFP,30,8,9,1,28
2025-02-05,H001,AB+,PRBC,11,3,6,0,8
2025-02-05,H001,AB+,PLT,11,5,4,1,11
2025-02-05,H001,AB+,FFP,14,3,2,0,15
2025-02-05,H001,A-,PRBC,2,3,3,0,2
2025-02-05,H001,A-,PLT,1,2,2,0,1
2025-02-05,H001,A-,FFP,25,3,1,1,26
2025-02-05,H001,B-,PRBC,25,9,6,1,27
2025-02-05,H001,B-,PLT,13,3,3,1,12
2025-02-05,H001,B-,FFP,29,0,2,1,26
2025-02-05,H001,O-,PRBC,14,8,8,0,14
2025-02-05,H001,O-,PLT,0,5,4,1,0
2025-02-05,H001,O-,FFP,18,6,3,1,20
2025-02-05,H001,AB-,PRBC,21,4,2,1,22
2025-02-05,H001,AB-,PLT,49,1,2,2,46
2025-02-05,H001,AB-,FFP,42,2,0,1,43
2025-02-05,H002,A+,PRBC,69,25,22,2,70
2025-02-05,H002,A+,PLT,28,18,16,1,29
2025-02-05,H002,A+,FFP,18,12,10,0,20
2025-02-05,H002,B+,PRBC,48,23,24,1,46
2025-02-05,H002,B+,PLT,26,18,16,1,27
2025-02-05,H002,B+,FFP,15,10,9,1,15
2025-02-05,H002,O+,PRBC,65,34,30,2,67
2025-02-05,H002,O+,PLT,57,22,20,1,58
2025-02-05,H002,O+,FFP,8,10,10,0,8
2025-02-05,H002,AB+,PRBC,18,11,8,1,20
2025-02-05,H002,AB+,PLT,19,7,6,1,19
2025-02-05,H002,AB+,FFP,6,2,4,1,3
2025-02-05,H002,A-,PRBC,1,6,6,1,0
2025-02-05,H002,A-,PLT,2,3,4,1,0
2025-02-05,H002,A-,FFP,21,2,2,1,20
2025-02-05,H002,B-,PRBC,5,8,7,0,6
2025-02-05,H002,B-,PLT,13,3,3,0,13
2025-02-05,H002,B-,FFP,19,3,0,1,21
2025-02-05,H002,O-,PRBC,32,10,8,1,33
2025-02-05,H002,O-,PLT,0,4,4,1,0
2025-02-05,H002,O-,FFP,6,5,3,1,7
2025-02-05,H002,AB-,PRBC,18,2,3,1,16
2025-02-05,H002,AB-,PLT,46,5,1,1,49
2025-02-05,H002,AB-,FFP,52,1,2,2,49
2025-02-06,H001,A+,PRBC,68,19,20,2,65
2025-02-06,H001,A+,PLT,6,17,15,0,8
2025-02-06,H001,A+,FFP,8,8,8,1,7
2025-02-06,H001,B+,PRBC,42,18,17,1,42
2025-02-06,H001,B+,PLT,23,14,15,1,21
2025-02-06,H001,B+,FFP,6,4,6,1,3
2025-02-06,H001,O+,PRBC,46,26,25,2,45
2025-02-06,H001,O+,PLT,28,20,17,1,30
2025-02-06,H001,O+,FFP,28,7,7,1,27
2025-02-06,H001,AB+,PRBC,8,6,8,1,5
2025-02-06,H001,AB+,PLT,11,7,5,0,13
2025-02-06,H001,AB+,FFP,15,0,2,1,12
2025-02-06,H001,A-,PRBC,2,4,4,1,1
2025-02-06,H001,A-,PLT,1,6,5,0,2
2025-02-06,H001,A-,FFP,26,2,1,1,26
2025-02-06,H001,B-,PRBC,27,9,7,2,27
2025-02-06,H001,B-,PLT,12,6,3,1,14
2025-02-06,H001,B-,FFP,26,4,2,1,27
2025-02-06,H001,O-,PRBC,14,7,7,1,13
2025-02-06,H001,O-,PLT,0,6,6,1,0
2025-02-06,H001,O-,FFP,20,0,2,1,17
2025-02-06,H001,AB-,PRBC,22,1,2,1,20
2025-02-06,H001,AB-,PLT,46,0,2,1,43
2025-02-06,H001,AB-,FFP,43,1,0,1,43
2025-02-06,H002,A+,PRBC,70,27,25,2,70
2025-02-06,H002,A+,PLT,29,19,17,1,30
2025-02-06,H002,A+,FFP,20,9,8,1,20
2025-02-06,H002,B+,PRBC,46,28,22,2,50
2025-02-06,H002,B+,PLT,27,12,14,1,24
2025-02-06,H002,B+,FFP,15,6,8,1,12
2025-02-06,H002,O+,PRBC,67,36,33,2,68
2025-02-06,H002,O+,PLT,58,26,23,2,59
2025-02-06,H002,O+,FFP,8,10,11,1,6
2025-02-06,H002,AB+,PRBC,20,9,8,0,21
2025-02-06,H002,AB+,PLT,19,7,6,1,19
2025-02-06,H002,AB+,FFP,3,7,4,0,6
2025-02-06,H002,A-,PRBC,0,2,5,1,0
2025-02-06,H002,A-,PLT,0,7,6,1,0
2025-02-06,H002,A-,FFP,20,4,3,1,20
2025-02-06,H002,B-,PRBC,6,8,7,0,7
2025-02-06,H002,B-,PLT,13,8,5,1,15
2025-02-06,H002,B-,FFP,21,0,2,1,18
2025-02-06,H002,O-,PRBC,33,5,9,1,28
2025-02-06,H002,O-,PLT,0,10,7,1,2
2025-02-06,H002,O-,FFP,7,2,3,0,6
2025-02-06,H002,AB-,PRBC,16,2,2,1,15
2025-02-06,H002,AB-,PLT,49,3,2,1,49
2025-02-06,H002,AB-,FFP,49,3,3,2,47
2025-02-07,H001,A+,PRBC,65,20,17,2,66
2025-02-07,H001,A+,PLT,8,11,10,1,8
2025-02-07,H001,A+,FFP,7,4,7,0,4
2025-02-07,H001,B+,PRBC,42,19,18,2,41
2025-02-07,H001,B+,PLT,21,12,11,1,21
2025-02-07,H001,B+,FFP,3,8,7,0,4
2025-02-07,H001,O+,PRBC,45,24,23,1,45
2025-02-07,H001,O+,PLT,30,16,16,1,29
2025-02-07,H001,O+,FFP,27,9,7,1,28
2025-02-07,H001,AB+,PRBC,5,5,6,0,4
2025-02-07,H001,AB+,PLT,13,5,4,1,13
2025-02-07,H001,AB+,FFP,12,4,1,1,14
2025-02-07,H001,A-,PRBC,1,4,4,1,0
2025-02-07,H001,A-,PLT,2,4,5,0,1
2025-02-07,H001,A-,FFP,26,3,2,1,26
2025-02-07,H001,B-,PRBC,27,4,5,1,25
2025-02-07,H001,B-,PLT,14,7,2,1,18
2025-02-07,H001,B-,FFP,27,4,1,1,29
2025-02-07,H001,O-,PRBC,13,8,6,1,14
2025-02-07,H001,O-,PLT,0,6,4,0,2
2025-02-07,H001,O-,FFP,17,0,4,0,13
2025-02-07,H001,AB-,PRBC,20,3,3,0,20
2025-02-07,H001,AB-,PLT,43,5,0,2,46
2025-02-07,H001,AB-,FFP,43,1,1,2,41
2025-02-07,H002,A+,PRBC,70,23,24,2,67
2025-02-07,H002,A+,PLT,30,17,16,1,30
2025-02-07,H002,A+,FFP,20,9,10,1,18
2025-02-07,H002,B+,PRBC,50,21,21,1,49
2025-02-07,H002,B+,PLT,24,13,13,1,23
2025-02-07,H002,B+,FFP,12,5,7,1,9
2025-02-07,H002,O+,PRBC,68,31,29,2,68
2025-02-07,H002,O+,PLT,59,21,19,2,59
2025-02-07,H002,O+,FFP,6,16,11,1,10
2025-02-07,H002,AB+,PRBC,21,7,8,1,19
2025-02-07,H002,AB+,PLT,19,5,5,1,18
2025-02-07,H002,AB+,FFP,6,4,3,1,6
2025-02-07,H002,A-,PRBC,0,4,5,0,0
2025-02-07,H002,A-,PLT,0,5,6,0,0
2025-02-07,H002,A-,FFP,20,5,0,1,24
2025-02-07,H002,B-,PRBC,7,9,6,1,9
2025-02-07,H002,B-,PLT,15,5,6,0,14
2025-02-07,H002,B-,FFP,18,1,2,1,16
2025-02-07,H002,O-,PRBC,28,7,8,1,26
2025-02-07,H002,O-,PLT,2,6,5,1,2
2025-02-07,H002,O-,FFP,6,5,3,0,8
2025-02-07,H002,AB-,PRBC,15,5,4,1,15
2025-02-07,H002,AB-,PLT,49,4,0,2,51
2025-02-07,H002,AB-,FFP,47,5,3,1,48
2025-02-08,H001,A+,PRBC,66,19,15,2,68
2025-02-08,H001,A+,PLT,8,11,10,1,8
2025-02-08,H001,A+,FFP,4,4,5,1,2
2025-02-08,H001,B+,PRBC,41,19,16,2,42
2025-02-08,H001,B+,PLT,21,11,8,1,23
2025-02-08,H001,B+,FFP,4,6,6,1,3
2025-02-08,H001,O+,PRBC,45,21,23,2,41
2025-02-08,H001,O+,PLT,29,11,11,1,28
2025-02-08,H001,O+,FFP,28,5,7,2,24
2025-02-08,H001,AB+,PRBC,4,0,5,1,0
2025-02-08,H001,AB+,PLT,13,3,4,1,11
2025-02-08,H001,AB+,FFP,14,2,2,0,14
2025-02-08,H001,A-,PRBC,0,4,3,0,1
2025-02-08,H001,A-,PLT,1,4,3,0,2
2025-02-08,H001,A-,FFP,26,2,3,1,24
2025-02-08,H001,B-,PRBC,25,5,4,1,25
2025-02-08,H001,B-,PLT,18,4,3,1,18
2025-02-08,H001,B-,FFP,29,3,0,1,31
2025-02-08,H001,O-,PRBC,14,4,5,1,12
2025-02-08,H001,O-,PLT,2,5,4,0,3
2025-02-08,H001,O-,FFP,13,3,3,1,12
2025-02-08,H001,AB-,PRBC,20,2,2,1,19
2025-02-08,H001,AB-,PLT,46,1,1,1,45
2025-02-08,H001,AB-,FFP,41,2,1,1,41
2025-02-08,H002,A+,PRBC,67,22,19,2,68
2025-02-08,H002,A+,PLT,30,15,13,1,31
2025-02-08,H002,A+,FFP,18,7,8,1,16
2025-02-08,H002,B+,PRBC,49,21,19,2,49
2025-02-08,H002,B+,PLT,23,14,12,1,24
2025-02-08,H002,B+,FFP,9,6,7,1,7
2025-02-08,H002,O+,PRBC,68,28,25,2,69
2025-02-08,H002,O+,PLT,59,14,16,2,55
2025-02-08,H002,O+,FFP,10,13,11,1,11
2025-02-08,H002,AB+,PRBC,19,9,7,0,21
2025-02-08,H002,AB+,PLT,18,4,4,1,17
2025-02-08,H002,AB+,FFP,6,2,2,1,5
2025-02-08,H002,A-,PRBC,0,4,6,0,0
2025-02-08,H002,A-,PLT,0,3,3,1,0
2025-02-08,H002,A-,FFP,24,3,1,1,25
2025-02-08,H002,B-,PRBC,9,8,6,1,10
2025-02-08,H002,B-,PLT,14,4,5,1,12
2025-02-08,H002,B-,FFP,16,2,1,0,17
2025-02-08,H002,O-,PRBC,26,4,5,1,24
2025-02-08,H002,O-,PLT,2,2,5,0,0
2025-02-08,H002,O-,FFP,8,5,2,0,11
2025-02-08,H002,AB-,PRBC,15,7,3,1,18
2025-02-08,H002,AB-,PLT,51,5,0,1,55
2025-02-08,H002,AB-,FFP,48,1,2,1,46
2025-02-09,H001,A+,PRBC,68,20,15,2,71
2025-02-09,H001,A+,PLT,8,11,11,0,8
2025-02-09,H001,A+,FFP,2,7,5,1,3
2025-02-09,H001,B+,PRBC,42,17,15,1,43
2025-02-09,H001,B+,PLT,23,6,10,1,18
2025-02-09,H001,B+,FFP,3,6,6,1,2
2025-02-09,H001,O+,PRBC,41,21,21,1,40
2025-02-09,H001,O+,PLT,28,11,14,1,24
2025-02-09,H001,O+,FFP,24,9,8,1,24
2025-02-09,H001,AB+,PRBC,0,5,4,1,0
2025-02-09,H001,AB+,PLT,11,4,5,0,10
2025-02-09,H001,AB+,FFP,14,3,2,0,15
2025-02-09,H001,A-,PRBC,1,5,3,0,3
2025-02-09,H001,A-,PLT,2,2,1,0,3
2025-02-09,H001,A-,FFP,24,0,1,1,22
2025-02-09,H001,B-,PRBC,25,7,5,1,26
2025-02-09,H001,B-,PLT,18,2,3,1,16
2025-02-09,H001,B-,FFP,31,2,3,1,29
2025-02-09,H001,O-,PRBC,12,3,4,1,10
2025-02-09,H001,O-,PLT,3,3,4,1,1
2025-02-09,H001,O-,FFP,12,0,1,1,10
2025-02-09,H001,AB-,PRBC,19,3,2,0,20
2025-02-09,H001,AB-,PLT,45,3,2,2,44
2025-02-09,H001,AB-,FFP,41,2,0,1,42
2025-02-09,H002,A+,PRBC,68,20,18,1,69
2025-02-09,H002,A+,PLT,31,15,13,2,31
2025-02-09,H002,A+,FFP,16,8,7,1,16
2025-02-09,H002,B+,PRBC,49,20,20,1,48
2025-02-09,H002,B+,PLT,24,13,14,1,22
2025-02-09,H002,B+,FFP,7,9,5,0,11
2025-02-09,H002,O+,PRBC,69,30,27,2,70
2025-02-09,H002,O+,PLT,55,19,18,2,54
2025-02-09,H002,O+,FFP,11,7,6,0,12
2025-02-09,H002,AB+,PRBC,21,7,8,1,19
2025-02-09,H002,AB+,PLT,17,6,4,0,19
2025-02-09,H002,AB+,FFP,5,2,2,0,5
2025-02-09,H002,A-,PRBC,0,3,6,1,0
2025-02-09,H002,A-,PLT,0,3,3,0,0
2025-02-09,H002,A-,FFP,25,1,1,1,24
2025-02-09,H002,B-,PRBC,10,5,5,1,9
2025-02-09,H002,B-,PLT,12,2,2,0,12
2025-02-09,H002,B-,FFP,17,3,1,0,19
2025-02-09,H002,O-,PRBC,24,11,8,1,26
2025-02-09,H002,O-,PLT,0,4,3,1,0
2025-02-09,H002,O-,FFP,11,3,3,0,11
2025-02-09,H002,AB-,PRBC,18,3,3,1,17
2025-02-09,H002,AB-,PLT,55,3,0,1,57
2025-02-09,H002,AB-,FFP,46,5,0,1,50
2025-02-10,H001,A+,PRBC,71,20,18,2,71
2025-02-10,H001,A+,PLT,8,10,13,0,5
2025-02-10,H001,A+,FFP,3,4,6,1,0
2025-02-10,H001,B+,PRBC,43,20,17,1,45
2025-02-10,H001,B+,PLT,18,15,14,1,18
2025-02-10,H001,B+,FFP,2,9,6,1,4
2025-02-10,H001,O+,PRBC,40,24,21,1,42
2025-02-10,H001,O+,PLT,24,20,18,1,25
2025-02-10,H001,O+,FFP,24,11,10,1,24
2025-02-10,H001,AB+,PRBC,0,6,7,1,0
2025-02-10,H001,AB+,PLT,10,5,5,0,10
2025-02-10,H001,AB+,FFP,15,0,1,1,13
2025-02-10,H001,A-,PRBC,3,1,3,1,0
2025-02-10,H001,A-,PLT,3,2,4,1,0
2025-02-10,H001,A-,FFP,22,2,2,1,21
2025-02-10,H001,B-,PRBC,26,5,6,2,23
2025-02-10,H001,B-,PLT,16,1,4,1,12
2025-02-10,H001,B-,FFP,29,4,0,1,32
2025-02-10,H001,O-,PRBC,10,6,7,1,8
2025-02-10,H001,O-,PLT,1,6,4,0,3
2025-02-10,H001,O-,FFP,10,3,2,1,10
2025-02-10,H001,AB-,PRBC,20,7,2,1,24
2025-02-10,H001,AB-,PLT,44,4,4,1,43
2025-02-10,H001,AB-,FFP,42,3,4,1,40
2025-02-10,H002,A+,PRBC,69,22,22,2,67
2025-02-10,H002,A+,PLT,31,20,17,1,33
2025-02-10,H002,A+,FFP,16,10,8,0,18
2025-02-10,H002,B+,PRBC,48,23,21,1,49
2025-02-10,H002,B+,PLT,22,18,16,1,23
2025-02-10,H002,B+,FFP,11,12,9,1,13
2025-02-10,H002,O+,PRBC,70,31,27,1,73
2025-02-10,H002,O+,PLT,54,24,22,1,55
2025-02-10,H002,O+,FFP,12,9,11,1,9
2025-02-10,H002,AB+,PRBC,19,7,8,1,17
2025-02-10,H002,AB+,PLT,19,7,7,1,18
2025-02-10,H002,AB+,FFP,5,2,2,0,5
2025-02-10,H002,A-,PRBC,0,4,5,1,0
2025-02-10,H002,A-,PLT,0,1,3,1,0
2025-02-10,H002,A-,FFP,24,2,2,1,23
2025-02-10,H002,B-,PRBC,9,6,6,1,8
2025-02-10,H002,B-,PLT,12,6,5,1,12
2025-02-10,H002,B-,FFP,19,1,4,1,15
2025-02-10,H002,O-,PRBC,26,6,7,1,24
2025-02-10,H002,O-,PLT,0,4,7,1,0
2025-02-10,H002,O-,FFP,11,3,2,1,11
2025-02-10,H002,AB-,PRBC,17,2,2,1,16
2025-02-10,H002,AB-,PLT,57,3,3,2,55
2025-02-10,H002,AB-,FFP,50,2,2,1,49
2025-02-11,H001,A+,PRBC,71,20,19,2,70
2025-02-11,H001,A+,PLT,5,15,14,0,6
2025-02-11,H001,A+,FFP,0,6,5,0,1
2025-02-11,H001,B+,PRBC,45,19,18,1,45
2025-02-11,H001,B+,PLT,18,13,14,1,16
2025-02-11,H001,B+,FFP,4,8,7,1,4
2025-02-11,H001,O+,PRBC,42,29,25,1,45
2025-02-11,H001,O+,PLT,25,16,17,1,23
2025-02-11,H001,O+,FFP,24,6,8,1,21
2025-02-11,H001,AB+,PRBC,0,4,6,1,0
2025-02-11,H001,AB+,PLT,10,6,6,1,9
2025-02-11,H001,AB+,FFP,13,6,3,0,16
2025-02-11,H001,A-,PRBC,0,8,5,1,2
2025-02-11,H001,A-,PLT,0,3,3,0,0
2025-02-11,H001,A-,FFP,21,0,0,1,20
2025-02-11,H001,B-,PRBC,23,9,6,1,25
2025-02-11,H001,B-,PLT,12,6,3,1,14
2025-02-11,H001,B-,FFP,32,1,1,1,31
2025-02-11,H001,O-,PRBC,8,7,7,1,7
2025-02-11,H001,O-,PLT,3,5,4,1,3
2025-02-11,H001,O-,FFP,10,5,3,0,12
2025-02-11,H001,AB-,PRBC,24,3,3,1,23
2025-02-11,H001,AB-,PLT,43,4,2,2,43
2025-02-11,H001,AB-,FFP,40,3,0,1,42
2025-02-11,H002,A+,PRBC,67,23,25,2,63
2025-02-11,H002,A+,PLT,33,19,17,1,34
2025-02-11,H002,A+,FFP,18,9,8,1,18
2025-02-11,H002,B+,PRBC,49,28,23,1,53
2025-02-11,H002,B+,PLT,23,16,15,1,23
2025-02-11,H002,B+,FFP,13,9,8,0,14
2025-02-11,H002,O+,PRBC,73,35,29,2,77
2025-02-11,H002,O+,PLT,55,23,20,2,56
2025-02-11,H002,O+,FFP,9,8,9,1,7
2025-02-11,H002,AB+,PRBC,17,10,10,1,16
2025-02-11,H002,AB+,PLT,18,4,5,1,16
2025-02-11,H002,AB+,FFP,5,4,4,0,5
2025-02-11,H002,A-,PRBC,0,5,5,0,0
2025-02-11,H002,A-,PLT,0,2,3,1,0
2025-02-11,H002,A-,FFP,23,3,1,1,24
2025-02-11,H002,B-,PRBC,8,4,7,1,4
2025-02-11,H002,B-,PLT,12,8,4,0,16
2025-02-11,H002,B-,FFP,15,2,2,1,14
2025-02-11,H002,O-,PRBC,24,9,9,1,23
2025-02-11,H002,O-,PLT,0,10,7,1,2
2025-02-11,H002,O-,FFP,11,5,4,1,11
2025-02-11,H002,AB-,PRBC,16,3,4,1,14
2025-02-11,H002,AB-,PLT,55,2,2,2,53
2025-02-11,H002,AB-,FFP,49,5,0,2,52
